l2id,ldnd,ling_resem
"car,djk",0.979548014035682,0.11191723448182156
"djk,jvn",,
"djk,tri",1.0055932540006267,0.08602756276066192
"nld,srm",0.8448156452840885,0.2458448466630827
"car,srm",0.9917809476706454,0.09975736817142467
"jvn,srm",,
"srm,tri",1.0154460749520862,0.07623359271838237
"car,nld",0.9858690229819772,0.10563398092814513
"jvn,nld",,
"nld,tri",1.0154111289906034,0.07626832994760302
"car,jvn",,
"car,tri",0.6408641011596965,0.44857818801493843
"jvn,tri",,
"cbi,qug",0.9762889387765992,0.11515684328119435
"acu,cbi",0.9741616838879676,0.11727139207429538
"cbi,jiv",0.961971038510863,0.12938922271463926
"cbi,qxr",0.9608164637246008,0.13053690122457373
"cbi,qvi",0.9568342666331762,0.13449531264887638
"cbi,spa",0.9944774867680902,0.09707693550464636
"acu,qug",1.0410699635925025,0.05076275558987753
"jiv,qug",1.0326189717442107,0.05916326965559371
"qug,qxr",0.249710541348593,0.8373953872307103
"qug,qvi",0.3071852537296648,0.7802639713629055
"qug,spa",1.002768365809079,0.08883557789227858
"acu,jiv",0.4051352960968439,0.6828989846945888
"acu,qxr",1.029123407403982,0.06263795498659941
"acu,qvi",1.0317617883630676,0.06001533307956275
"acu,spa",0.9761563693566876,0.11528862086383107
"jiv,qxr",1.0248671882203575,0.06686875176887708
"jiv,qvi",1.0136337208280046,0.0780351216495081
"jiv,spa",0.9874888585629182,0.10402382062671334
"qvi,qxr",0.1748041393594902,0.9118543732074675
"qxr,spa",1.0027686197896342,0.0888353254287495
"qvi,spa",1.000297349486313,0.09129183483213177
"cpu,qxp",1.012931352331721,0.07873329489807657
"cpu,quy",1.000999040736419,0.09059433478454892
"agr,cpu",1.0158818794959557,0.07580039123547966
"cpu,quz",1.0174187644518693,0.07427268609491089
"cpu,spa",0.995540125936453,0.09602064348107553
"quy,qxp",0.2510764585646804,0.8360376286394905
"agr,qxp",1.0098761597820345,0.08177023877967549
"quz,qxp",0.0872244552815392,0.9989109437467609
"qxp,spa",0.9825432855767152,0.10893985370063264
"agr,quy",1.0224785254002011,0.0692431471036723
"quy,quz",0.2133786261130843,0.8735102919009816
"quy,spa",1.0134666669937855,0.07820117767101209
"agr,quz",1.0130583868151282,0.07860701919176294
"agr,spa",0.979744579611426,0.1117218429924538
"quz,spa",0.9929925369661432,0.09855301569997388
"gui,que",,
"cax,gui",1.016240447670141,0.07544396478934945
"ayr,gui",1.01911352171328,0.07258805162028015
"gui,spa",0.9757204965478056,0.11572189020399937
"cax,que",,
"ayr,que",,
"que,spa",,
"ayr,cax",0.9920182818906732,0.09952145154892522
"cax,spa",0.975352360027185,0.11608782784482219
"ayr,spa",1.0167155749044237,0.07497167549050188
"cag,gug",1.0235339152119514,0.06819406113629989
"gug,gun",0.7259653499961615,0.3639852490210096
"gug,spa",0.9969720900335272,0.09459723250695373
"gug,leg",,
"cag,gun",0.9989685799998822,0.0926126675771205
"cag,spa",0.9771499997529728,0.11430092542287473
"cag,leg",,
"gun,spa",0.9916035950804164,0.09993366143445881
"gun,leg",,
"leg,spa",,
"arn,ayr",0.979812744071083,0.111654085679181
"ayr,cqu",,
"arn,spa",1.04076756741652,0.05106334555320513
"cqu,spa",,
"arn,cqu",,
"qus,spa",0.9965801174771276,0.09498686381089061
"gug,qus",0.9919761706488688,0.0995633112602412
"arn,qus",0.9826918740443128,0.1087921527520973
"arn,gug",1.0153559709060436,0.07632315857286986
"ben,hin",0.5975868130944543,0.49159698079623826
"ben,eng",0.968792532498848,0.1226084735169164
"ben,jam",0.9576819393868488,0.13365270304539056
"ben,cym",0.9575099807084292,0.1338236346144558
"ben,pan",0.6624054501591569,0.427165505514121
"eng,hin",0.9526161710458338,0.13868821354714989
"hin,jam",0.9675553073501462,0.12383830871859491
"cym,hin",0.925846952944799,0.16529753908228473
"hin,pan",0.568820908265235,0.5201910668477772
"eng,jam",0.4753789761068207,0.6130748702540155
"cym,eng",0.915960498108636,0.17512494211404162
"eng,pan",0.957671821505768,0.1336627604923577
"cym,jam",0.9443504265578636,0.1469045867352089
"jam,pan",0.9671362925191972,0.12425482077354877
"cym,pan",0.9469666489055142,0.14430399108619973
"deu,fra",0.9514016408527946,0.13989548935015828
"deu,vls",0.5477656312179592,0.541120580704656
"fra,vls",0.932083290303642,0.15909845137258583
"cos,fra",0.7685638017072222,0.3216412379036838
"cos,eus",1.0014951288951877,0.09010120976083791
"eus,fra",1.0371119647012057,0.05469711334992533
"fra,ita",0.7305409707696255,0.35943695843490076
"gsw,ita",0.8849073897929888,0.20599257018334705
"fra,gsw",0.933290477906253,0.15789847430270598
"cat,eus",1.0337631547946282,0.058025920811655474
"eus,spa",1.0237783524122548,0.06795108395963301
"eus,glg",0.996056654530526,0.09550720011280012
"cat,spa",0.7420358983914042,0.34801069002705
"cat,glg",0.658368509467028,0.43117833355554736
"glg,spa",0.5584668573886374,0.5304832729683617
"deu,pol",0.969033667255172,0.12236877905872767
"deu,rmo",0.946980684784892,0.1442900390431432
"deu,rmc",0.9353963426807032,0.15580518786061326
"bel,deu",0.9157351719513378,0.17534892239798194
"deu,rml",0.9219720400225114,0.1691493071458976
"deu,ukr",0.938918934981576,0.15230363600699892
"pol,rmo",0.8925327356376076,0.1984127705369163
"pol,rmc",0.9260297463971244,0.1651158374554289
"bel,pol",0.5723859105006646,0.5166473583741868
"pol,rml",0.9211043938561222,0.17001177086088626
"pol,ukr",0.642336869139213,0.4471142168800041
"rmc,rmo",0.4609791368225238,0.6273886992841831
"bel,rmo",0.8963910181593323,0.19457753354046758
"rml,rmo",0.4544439984146611,0.6338848033039437
"rmo,ukr",0.8913209174514346,0.199617350531878
"bel,rmc",0.9190410715869778,0.172062768904099
"rmc,rml",0.3794421201118542,0.70843869531429
"rmc,ukr",0.937175932504734,0.154036227528342
"bel,rml",0.9278455965123222,0.16331083341474517
"bel,ukr",0.4620612424855074,0.6263130570393829
"rml,ukr",0.9389636187928896,0.15225921909213402
"bar,slv",0.9239456640659316,0.16718747156081915
"hun,rmc",1.0169972669525926,0.07469166598921217
"ces,hun",0.9868303685565106,0.10467837747166864
"hun,slk",0.9784618023996215,0.11299695817471744
"ces,rmc",0.9361540554942648,0.15505200086642812
"rmc,slk",0.9444860582670682,0.14676976515433604
"ces,slk",0.3391592765402535,0.7484809294218376
"ita,src",0.5837674776019449,0.5053337733843344
"ita,sdc",0.5776981751230571,0.5113668239135796
"ita,sro",0.6334115805946793,0.4559861946673316
"ita,rmn",0.8939633698396481,0.19699068151436394
"fur,ita",0.6507626252094675,0.43873878785899834
"bar,ita",0.9063620150372576,0.18466609343664664
"sdc,src",0.5756084173164198,0.513444099594794
"src,sro",0.4068883232489607,0.6811564283753662
"rmn,src",0.9125317607765135,0.1785331995947257
"fur,src",0.687815545594127,0.40190718460403707
"bar,src",0.9367386953670817,0.15447085304814345
"fra,src",0.7951999811750784,0.29516415636184146
"sdc,sro",0.5258201020571448,0.5629350291983282
"rmn,sdc",0.9471622675315626,0.14410954089039596
"fur,sdc",0.6673358691993757,0.4222645358716518
"bar,sdc",0.9685629126338056,0.12283672186228034
"fra,sdc",0.7705418633323786,0.31967499124254917
"rmn,sro",0.9380892395412054,0.1531283756756927
"fur,sro",0.703868225721714,0.38595038715055296
"bar,sro",0.9442704419947036,0.14698409355049502
"fra,sro",0.7512049988095694,0.3388963566546507
"fur,rmn",0.9386528590905446,0.1525681226264729
"bar,rmn",0.9600539858097158,0.13129482485812738
"fra,rmn",0.9131745262491592,0.17789427336087693
"bar,fur",0.9583379872668378,0.13300057374003038
"fra,fur",0.7517909650493483,0.33831389039179505
"bar,fra",0.9831820983467674,0.10830485655988076
"als,mkd",0.9585064593269688,0.13283310796367942
"aln,mkd",0.9501548663620556,0.14113481685564455
"ell,mkd",0.9568693021130364,0.13446048643597164
"aln,als",0.4287395487909692,0.6594357202248923
"als,ell",0.9800759145158676,0.11139248715172045
"aln,ell",0.9937082407184163,0.09784158684691313
"rsb,srp",,
"rmn,srp",,
"hrv,srp",,
"hun,srp",,
"rmo,srp",,
"bos,srp",,
"aln,srp",,
"ron,srp",,
"rmn,rsb",,
"hrv,rsb",,
"hun,rsb",,
"rmo,rsb",,
"bos,rsb",,
"aln,rsb",,
"ron,rsb",,
"hrv,rmn",0.906682369524092,0.18434765242747542
"hun,rmn",1.0202733668184008,0.07143513427110681
"rmn,rmo",0.4143869884503842,0.673702552708525
"bos,rmn",0.918708384265551,0.17239346908382946
"aln,rmn",0.9721856094056862,0.1192356634617614
"rmn,ron",0.9078119205891356,0.1832248481720481
"hrv,hun",0.9798544848267352,0.11161259424110315
"hrv,rmo",0.8587651012101044,0.23197871085095656
"bos,hrv",0.1480300110975701,0.9384685795750919
"aln,hrv",0.9843394472871778,0.10715442046582346
"hrv,ron",0.899654017105529,0.191334024490168
"hun,rmo",1.0069824061232673,0.08464670804500862
"bos,hun",0.9878780222710244,0.10363698139381639
"aln,hun",0.9925019300671024,0.09904069220352685
"hun,ron",1.0095100257142349,0.08213418592833
"bos,rmo",0.8521774032044122,0.2385270605300175
"aln,rmo",0.9464580063115878,0.14480959555741502
"rmo,ron",0.914578102795618,0.17649908037850282
"aln,bos",0.977214678066724,0.11423663343275481
"bos,ron",0.8967088017610731,0.19426164806049073
"aln,ron",0.9155274117498822,0.175555441647551
"rmy,srp",,
"hrv,rmy",0.9160432888141442,0.1750426459174984
"bos,rmy",0.8995912106080259,0.19139645584440002
"aln,rmy",0.9650029603999096,0.12637541049800127
"mkd,srp",,
"rup,srp",,
"srp,tur",,
"mkd,rmn",0.8962307184040086,0.19473687582519594
"mkd,rup",0.9213681537387888,0.16974958641625693
"bos,mkd",0.4221428317935007,0.6659930350252827
"mkd,tur",0.9938205453182128,0.09772995304260101
"rmn,rup",0.9613426838424448,0.1300138242200083
"rmn,tur",0.9979533786596366,0.09362180511876783
"bos,rup",0.9389678006642184,0.15225506219912677
"aln,rup",0.979928962838245,0.11153856108682891
"rup,tur",0.9924418484369936,0.0991004149660003
"bos,tur",0.994109487852922,0.09744273636193435
"aln,tur",0.9818248017161638,0.10965404605638218
"ita,srp",,
"hrv,ita",0.8964185197628891,0.1945501962040157
"ita,rmy",0.8780985180354658,0.2127607725432027
"hun,ita",0.989196157963224,0.10232671892739553
"bos,ita",0.880945116411154,0.2099311769023966
"hun,rmy",0.9876029709062464,0.10391038987652357
"slv,srp",,
"mkd,slv",0.3894025029247334,0.6985378058776943
"hrv,mkd",0.3911026973471369,0.6968477667182387
"hun,mkd",0.970055540987596,0.12135300897910695
"mkd,rmo",0.8711698714497965,0.21964803431603896
"rmn,slv",0.8970158892051517,0.19395639485001603
"hrv,slv",0.293456536418145,0.7939106870324958
"hun,slv",0.9775524641727052,0.11390086492351503
"rmo,slv",0.8450499200091545,0.24561197126117862
"bos,slv",0.2978012797161817,0.7895918948904278
"aln,slv",0.9693525995673968,0.12205175172951577
"rmy,tur",0.9919522555580252,0.0995870835062237
"ita,slv",0.8809791494597738,0.2098973471332095
"ita,rmo",0.9068014338368576,0.18422929928596632
"mkd,ruq",0.8736492130796024,0.21718350179621293
"bul,mkd",0.3202437871306762,0.7672834365946707
"ell,rmn",0.9553050527357624,0.13601539255018524
"ell,ruq",0.920890982074768,0.17022390793346165
"bul,ell",0.9651745952237464,0.1262048008491352
"ell,tur",1.0294810663478362,0.062282432339966554
"rmn,ruq",0.8785783258064196,0.21228383066453405
"bul,rmn",0.8894327492422985,0.2014942407104542
"als,rmn",0.9497755871114734,0.14151183067089212
"bul,ruq",0.868106341481547,0.22269326581679183
"als,ruq",0.9442974182307262,0.14695727844355644
"ruq,tur",1.0250658726038535,0.06667125412739794
"als,bul",0.9493849786404552,0.14190010603713077
"bul,tur",1.013788854582708,0.07788091450887324
"als,tur",0.9613857702528472,0.1299709951647774
"bul,gag",0.9950487740055712,0.09650906056639352
"bul,rus",0.6864971186619945,0.4032177365708145
"bul,ron",0.8637292673831743,0.22704419564729372
"gag,rus",1.0188757116753562,0.07282444121861498
"gag,ron",0.9635217416463598,0.1278477819304874
"ron,rus",0.936361392743353,0.15484590204293158
"deu,hun",1.0117743913464494,0.07988334535425146
"deu,rmy",0.9520528722556404,0.13924814775311856
"deu,ron",0.8734450667872918,0.2173864287225199
"rmy,ron",0.900664387860481,0.19032968868072353
"deu,kor",1.049669395267265,0.04221468832891917
"abk,deu",1.0201613898279989,0.07154644242283548
"ady,deu",0.9622715054259527,0.1290905504887272
"deu,kaa",1.0047769880724788,0.0868389531316226
"alt,deu",0.9975839421530016,0.09398903498078737
"deu,myv",1.0101245417619673,0.08152334038555176
"deu,kir",0.9802571277256747,0.11121235632859283
"deu,krl",0.9159937996163616,0.17509183951625418
"deu,lbe",1.0277533702480477,0.06399980890926116
"deu,est",,
"chm,deu",,
"deu,inh",1.032835054691197,0.058948477372261054
"deu,sah",0.9608408592634312,0.13051265140032065
"deu,tgk",0.92053299003558,0.17057976168584954
"deu,kbd",0.9682280177867538,0.12316961638208312
"deu,tyv",0.9833127442840074,0.10817499097095173
"deu,sgh",0.933273441800302,0.1579154086519794
"deu,udm",1.0022590847479504,0.08934181701713084
"deu,krc",0.9714464825787864,0.11997037548340128
"deu,heb",0.9991612210082392,0.0924211772136948
"deu,xal",1.0187105853790308,0.07298858121541085
"deu,koi",0.9948294132893264,0.09672711104086573
"deu,kum",0.9736934766029808,0.11773680275671117
"deu,lit",0.9442924919032468,0.14696217534607703
"crh,deu",0.958622323697928,0.1327179356507212
"bxr,deu",1.0156483090225867,0.07603256659218272
"deu,kaz",0.9887918728467736,0.10272858924844996
"deu,kjh",0.9868378910862582,0.10467089987399858
"bak,deu",1.0119367273694009,0.07972197896452382
"deu,rus",0.9558672251931628,0.13545657794942267
"dar,deu",0.984044420801722,0.10744768475779298
"deu,hye",0.9490268202766494,0.1422561251206793
"deu,uzn",0.9938332113627362,0.09771736265237407
"che,deu",1.0407468907228137,0.051083898744999634
"ava,deu",0.9925521285050504,0.09899079360089791
"deu,fin",0.9539156703554044,0.13739647614822648
"deu,uig",0.9642727641502404,0.12710124528475697
"deu,mdf",0.999823225084856,0.09176312728807512
"deu,kom",,
"ckt,deu",0.9880476511175376,0.10346836574056939
"deu,lav",,
"deu,lez",1.0016259602724356,0.08997115983953419
"deu,tab",0.9551797675963998,0.13613992936128794
"deu,oss",0.9380666951394924,0.1531507854196722
"deu,nog",0.9868427664107408,0.10466605366983395
"deu,gag",0.9916247745500594,0.09991260846980865
"azj,deu",0.9869008443244092,0.10460832265560072
"deu,ydd",0.4061420894546495,0.6818982049144939
"deu,tat",1.0061692313344843,0.08545502573998276
"chv,deu",0.9669886055585184,0.124401625599867
"deu,kat",1.029010234706414,0.06275045170353388
"deu,tuk",0.9764956625038684,0.11495135431495018
"abk,kor",1.019463418548609,0.07224024471909096
"ady,kor",0.98370044719614,0.1077896038086924
"kaa,kor",1.0015383688772668,0.090058228051214
"alt,kor",1.0078181755284188,0.08381593069133153
"kor,pol",0.9944893002414142,0.09706519259321
"kor,myv",0.9853151000505108,0.1061845952774001
"kir,kor",1.0237616850922822,0.06796765172568708
"kor,krl",1.0006909258406265,0.09090060930976762
"kor,lbe",0.9950699836140832,0.09648797764289396
"est,kor",,
"chm,kor",,
"inh,kor",1.0219845078463743,0.06973421389016699
"kor,rmy",1.0097518515613335,0.0818938045072527
"kor,sah",1.013432606693276,0.07823503452931335
"kor,tgk",0.987311942892254,0.10419967957990373
"kbd,kor",0.9853948423303522,0.1061053292982741
"kor,tyv",1.0265129682997116,0.06523280193554659
"kor,sgh",0.9959931277817494,0.09557034741624415
"kor,udm",1.006237332016147,0.08538733182375824
"kor,krc",0.9682070628909146,0.12319044611430896
"kor,ukr",1.0040384140596263,0.08757311564117387
"heb,kor",0.9440386290243056,0.14721452190179407
"kor,xal",0.9892865378675806,0.10223687886229604
"koi,kor",1.0133689972382824,0.07829826404496998
"kor,kum",0.9915386008249596,0.09999826747916418
"kor,lit",1.0106925009577077,0.08095877361064308
"crh,kor",0.9992872911850088,0.09229586005421442
"bxr,kor",1.0294604926259117,0.062302883175029855
"kaz,kor",1.000113696082791,0.09147439127369494
"kjh,kor",0.9961645489480117,0.09539995014877567
"bak,kor",0.9697386037429184,0.1216680531573121
"kor,rus",1.0012435590003208,0.09035127702847667
"dar,kor",0.9845212385968576,0.1069737149958142
"hye,kor",1.0079442517953945,0.0836906074780217
"kor,uzn",0.9766011743717584,0.11484647266955039
"che,kor",0.975551334750149,0.11589004159807303
"ava,kor",1.0403092529392592,0.051518922517644894
"fin,kor",1.0070073756501952,0.08462188766108947
"kor,uig",0.9666549754067976,0.12473326297836529
"kor,mdf",0.9610699617369328,0.13028491735611736
"kom,kor",,
"ckt,kor",0.9852084367000846,0.10629062152752988
"kor,lav",,
"kor,lez",1.0045713488965025,0.08704336402459967
"kor,tab",0.9798347107438016,0.11163225021342005
"kor,ron",0.9740785263053175,0.11735405295662305
"kor,oss",0.9952888637963828,0.09627040483213734
"kor,nog",0.991330850666586,0.10020477674563866
"gag,kor",0.9756880292532716,0.11575416357135138
"azj,kor",0.9891378021863432,0.10238472614516392
"kor,ydd",1.0300379407241038,0.06172888417489297
"kor,tat",0.9810173929306154,0.1104566321884648
"chv,kor",0.984207329642094,0.10728574897208387
"kat,kor",0.9762632924395056,0.11518233643269138
"kor,tuk",0.9953517522327258,0.09620789202848612
"bel,kor",0.9979944776690216,0.09358095159380608
"abk,ady",0.909932103366944,0.18111732924804524
"abk,kaa",1.006937867801226,0.08469098033960876
"abk,alt",1.0175763914269305,0.07411600062592594
"abk,pol",1.0142068517616496,0.07746541402749041
"abk,myv",1.003425498629317,0.08818237012701857
"abk,kir",1.0098825262486275,0.08176391033999364
"abk,krl",1.002523017581866,0.0890794606542904
"abk,lbe",0.9634440826592404,0.12792497706040074
"abk,est",,
"abk,chm",,
"abk,inh",0.9574643732448632,0.13386896966459727
"abk,rmy",1.0101903467200266,0.08145792848057132
"abk,sah",1.0155582406959884,0.07612209694057814
"abk,tgk",0.9564940320815962,0.13483351497914697
"abk,kbd",0.9313402095664488,0.15983709368780896
"abk,tyv",0.9887602521421563,0.10276002108256754
"abk,sgh",1.007084321672137,0.08454540123781196
"abk,udm",1.012954708349644,0.07871007838567146
"abk,krc",1.02956702067492,0.062196991418162595
"abk,ukr",0.9901232261563784,0.10140518811346555
"abk,heb",1.0023488349120284,0.08925260293087067
"abk,xal",1.0086898668658597,0.08294944596710163
"abk,koi",1.0354103401638295,0.05638857408227549
"abk,kum",1.0203121336950332,0.07139659894906647
"abk,lit",0.9928064136423436,0.0987380273089784
"abk,crh",1.0249866281965023,0.06675002520782658
"abk,bxr",0.9708679855982804,0.12054541710087685
"abk,kaz",1.0257571652251891,0.06598409059756571
"abk,kjh",0.980457847402994,0.11101283555010244
"abk,bak",1.0185111409348822,0.07318683437769957
"abk,rus",0.96768852652028,0.12370588526669457
"abk,dar",0.98484302877533,0.10665384687039248
"abk,hye",1.001643324774684,0.08995389905547457
"abk,uzn",1.0221162067997345,0.069603301574784
"abk,che",1.006315807228306,0.08530932534411817
"abk,ava",1.0281857377584578,0.06357002393041367
"abk,fin",1.0065497367638738,0.08507679306989513
"abk,uig",1.0067302936840874,0.08489731461634265
"abk,mdf",0.9983832023754614,0.0931945487404181
"abk,kom",,
"abk,ckt",1.0064544161680025,0.08517154431575413
"abk,lav",,
"abk,lez",0.9735284011031302,0.11790089226043965
"abk,tab",1.0077196606225405,0.0839138571675806
"abk,ron",0.9867259731494508,0.10478214932486007
"abk,oss",1.009355807354427,0.08228748314172385
"abk,nog",1.02198928665934,0.0697294636210557
"abk,gag",1.0195274428228525,0.07217660286190009
"abk,azj",1.0101316411386747,0.08151628341342843
"abk,ydd",1.0013513513513514,0.09024412852126407
"abk,tat",0.9919406745225516,0.09959859536816107
"abk,chv",0.9797461345146312,0.11172029737668698
"abk,kat",0.9978548930845478,0.0937197024394204
"abk,tuk",1.0204097744900544,0.0712995413626093
"abk,bel",0.9670750402242934,0.12431570720843532
"ady,kaa",1.013003212685717,0.07866186376604534
"ady,alt",1.0380230141519613,0.053791505598430156
"ady,pol",1.0056593164906298,0.08596189486197625
"ady,myv",1.0058623972786347,0.08576002707571673
"ady,kir",1.0034739655872156,0.08813419266230693
"ady,krl",0.9986387168254997,0.0929405604784398
"ady,lbe",0.9265216669742172,0.1646268551204242
"ady,est",,
"ady,chm",,
"ady,inh",0.9277495411326838,0.16340631505550707
"ady,rmy",1.000325617213153,0.09126373594845194
"ady,sah",1.013698192031959,0.07797103553211804
"ady,tgk",0.9827822231939864,0.10870234325798311
"ady,kbd",0.2827735755111046,0.8045298386035896
"ady,tyv",1.0161279754202084,0.07555576524242325
"ady,sgh",0.98661585363252,0.10489161109780842
"ady,udm",0.9948874749847848,0.0966693961479711
"ady,krc",0.9889926207927896,0.10252904037011179
"ady,ukr",1.0130120888678071,0.07865304060139933
"ady,heb",1.010507669870833,0.08114250070125495
"ady,xal",1.0005359527937865,0.09105465670244717
"ady,koi",1.0063018563228658,0.0853231929207866
"ady,kum",1.010194745497912,0.08145355597659043
"ady,lit",1.00971945823824,0.08192600434499564
"ady,crh",0.9902947655778068,0.10123467329716918
"ady,bxr",0.9886775880567312,0.10284219141532958
"ady,kaz",0.9952572963879782,0.0963017836883806
"ady,kjh",0.968094648300938,0.12330218925182967
"ady,bak",1.0095847560404276,0.08205990196644875
"ady,rus",1.0224350944516174,0.06928631863915768
"ady,dar",0.9625168185506758,0.128846702619538
"ady,hye",1.0061561470697569,0.08546803185238427
"ady,uzn",1.0094945403174302,0.0821495788308444
"ady,che",0.9890798187253828,0.10244236327085532
"ady,ava",0.9673715354298348,0.12402098296904651
"ady,fin",0.9987165680177224,0.0928631742914644
"ady,uig",1.0105199286961666,0.08113031509789714
"ady,mdf",0.9980741876759718,0.09350171769480542
"ady,kom",,
"ady,ckt",1.0163572081543728,0.0753279017156041
"ady,lav",,
"ady,lez",0.9694190104505268,0.12198573751865571
"ady,tab",0.9668602855153244,0.12452917918731743
"ady,ron",1.0136087155519078,0.07805997756906635
"ady,oss",0.9940834591802232,0.09746860956534564
"ady,nog",0.9957433091508192,0.09581867388024745
"ady,gag",1.0286260079369731,0.06313238348610517
"ady,azj",0.9971824438212392,0.09438813516262146
"ady,ydd",0.9559043657239664,0.13541965925904598
"ady,tat",0.9903986764467148,0.10113138308798286
"ady,chv",0.9990470363360284,0.09253467986074682
